customer_id,lead_date,acquisition_channel,channel_type,region,device,age_group,signup_date,verified_date,first_conversion_date,plan_tier
C104205,2025-12-17,LinkedIn Ads,Paid,India,Mobile,25-34,2025-12-17,2025-12-18,,Not Converted
C104206,2024-12-29,LinkedIn Ads,Paid,UAE,Desktop,25-34,2024-12-31,2025-01-01,,Not Converted
C104207,2025-11-25,Organic Search,Organic,India,Desktop,18-24,2025-11-26,2025-11-26,2025-11-30,Business
C104208,2024-05-03,Meta Ads,Paid,UAE,Desktop,35-44,,,,Not Converted
C104209,2025-09-11,LinkedIn Ads,Paid,UAE,Mobile,45-54,2025-09-12,2025-09-13,,Not Converted
C104210,2024-08-12,Direct,Organic,United Kingdom,Tablet,45-54,2024-08-14,2024-08-15,2024-08-22,Pro
C104211,2024-09-09,Referral,Organic,United States,Mobile,18-24,2024-09-12,2024-09-12,2024-09-25,Pro
C104212,2025-06-02,Referral,Organic,India,Desktop,35-44,,,,Not Converted
C104213,2025-11-25,Direct,Organic,Singapore,Mobile,35-44,2025-11-28,2025-11-30,,Not Converted
C104214,2025-05-05,Referral,Organic,India,Mobile,25-34,2025-05-05,2025-05-05,,Not Converted
C104215,2025-02-19,Meta Ads,Paid,India,Mobile,35-44,2025-02-19,2025-02-21,,Not Converted
C104216,2025-02-27,Google Ads,Paid,United States,Desktop,18-24,2025-02-27,2025-02-28,2025-03-07,Free
C104217,2024-09-07,LinkedIn Ads,Paid,India,Tablet,45-54,2024-09-07,2024-09-09,,Not Converted
C104218,2024-07-25,Referral,Organic,United Kingdom,Mobile,35-44,2024-07-25,2024-07-26,,Not Converted
C104219,2025-04-03,Google Ads,Paid,India,Mobile,25-34,2025-04-03,2025-04-04,,Not Converted
C104220,2025-09-01,Meta Ads,Paid,United Kingdom,Desktop,25-34,,,,Not Converted
C104221,2024-05-13,Referral,Organic,United States,Desktop,55+,2024-05-13,2024-05-15,,Not Converted
C104222,2024-07-02,Referral,Organic,United States,Mobile,25-34,2024-07-03,2024-07-05,,Not Converted
C104223,2024-12-24,Meta Ads,Paid,India,Desktop,35-44,,,,Not Converted
C104224,2024-06-25,Organic Search,Organic,United States,Mobile,18-24,2024-06-28,2024-06-29,,Not Converted
C104225,2025-10-02,Organic Search,Organic,India,Mobile,25-34,2025-10-03,2025-10-03,,Not Converted
C104226,2025-12-11,Organic Search,Organic,United Kingdom,Mobile,25-34,2025-12-12,,,Not Converted
C104227,2024-05-23,Organic Search,Organic,UAE,Mobile,55+,,,,Not Converted
C104228,2025-11-17,Referral,Organic,India,Desktop,35-44,,,,Not Converted
C104229,2025-11-28,Referral,Organic,Singapore,Mobile,35-44,2025-11-29,2025-11-30,,Not Converted
C104230,2024-09-19,Meta Ads,Paid,India,Desktop,45-54,,,,Not Converted
C104231,2024-10-20,Referral,Organic,United Kingdom,Desktop,35-44,,,,Not Converted
C104232,2025-01-21,Organic Search,Organic,India,Mobile,35-44,2025-01-24,2025-01-25,2025-01-30,Pro
C104233,2025-05-12,Meta Ads,Paid,UAE,Mobile,25-34,2025-05-14,2025-05-15,,Not Converted
C104234,2025-04-23,Organic Search,Organic,India,Mobile,18-24,2025-04-26,2025-04-26,,Not Converted
C104235,2024-06-16,Google Ads,Paid,United States,Mobile,35-44,,,,Not Converted
C104236,2024-03-21,Organic Search,Organic,United States,Mobile,45-54,2024-03-24,,,Not Converted
C104237,2025-07-31,Meta Ads,Paid,India,Desktop,35-44,2025-07-31,,,Not Converted
C104238,2025-07-22,Organic Search,Organic,United Kingdom,Mobile,25-34,,,,Not Converted
C104239,2024-10-09,Direct,Organic,India,Mobile,18-24,2024-10-11,,,Not Converted
C104240,2024-12-24,Meta Ads,Paid,India,Desktop,18-24,2024-12-27,2024-12-27,,Not Converted
C104241,2024-11-12,Referral,Organic,United States,Desktop,45-54,,,,Not Converted
C104242,2025-02-20,Organic Search,Organic,India,Desktop,25-34,2025-02-23,2025-02-24,,Not Converted
C104243,2024-12-16,Direct,Organic,UAE,Desktop,35-44,2024-12-18,2024-12-20,2024-12-26,Pro
C104244,2025-07-24,Meta Ads,Paid,India,Mobile,18-24,,,,Not Converted
C104245,2025-03-14,LinkedIn Ads,Paid,UAE,Desktop,25-34,2025-03-16,2025-03-16,2025-03-22,Pro
C104246,2025-09-04,Organic Search,Organic,United Kingdom,Mobile,25-34,2025-09-07,,,Not Converted
C104247,2024-03-27,Referral,Organic,United States,Desktop,25-34,,,,Not Converted
C104248,2025-08-11,Meta Ads,Paid,United Kingdom,Mobile,25-34,,,,Not Converted
C104249,2025-11-07,LinkedIn Ads,Paid,India,Mobile,35-44,2025-11-09,2025-11-10,,Not Converted
C104250,2025-06-05,LinkedIn Ads,Paid,United States,Desktop,25-34,2025-06-07,2025-06-08,,Not Converted
C104251,2024-12-23,Referral,Organic,India,Desktop,35-44,2024-12-26,2024-12-27,,Not Converted
C104252,2025-09-03,Referral,Organic,India,Mobile,45-54,,,,Not Converted
C104253,2025-07-18,Direct,Organic,UAE,Mobile,25-34,,,,Not Converted
C104254,2025-06-23,Meta Ads,Paid,Singapore,Desktop,25-34,,,,Not Converted
C104255,2024-08-14,Organic Search,Organic,India,Desktop,25-34,2024-08-15,2024-08-16,2024-08-27,Business
C104256,2024-06-16,LinkedIn Ads,Paid,United Kingdom,Desktop,35-44,2024-06-19,2024-06-21,,Not Converted
C104257,2025-10-16,Google Ads,Paid,United States,Mobile,25-34,2025-10-16,2025-10-18,,Not Converted
C104258,2024-02-16,LinkedIn Ads,Paid,United States,Mobile,25-34,2024-02-18,2024-02-19,,Not Converted
C104259,2025-07-20,Meta Ads,Paid,India,Mobile,25-34,,,,Not Converted
C104260,2025-09-18,Direct,Organic,UAE,Mobile,35-44,2025-09-19,2025-09-21,,Not Converted
C104261,2025-02-21,Organic Search,Organic,Singapore,Desktop,35-44,2025-02-21,2025-02-23,,Not Converted
C104262,2024-09-08,Direct,Organic,India,Mobile,35-44,2024-09-09,,,Not Converted
C104263,2024-05-27,Referral,Organic,Singapore,Mobile,45-54,,,,Not Converted
C104264,2025-07-05,Meta Ads,Paid,India,Mobile,25-34,2025-07-06,,,Not Converted
C104265,2025-05-17,LinkedIn Ads,Paid,India,Mobile,25-34,2025-05-18,,,Not Converted
C104266,2024-11-20,Referral,Organic,India,Desktop,25-34,2024-11-22,2024-11-23,,Not Converted
C104267,2025-06-25,Direct,Organic,UAE,Mobile,25-34,,,,Not Converted
C104268,2024-11-04,Meta Ads,Paid,India,Mobile,25-34,2024-11-07,2024-11-09,,Not Converted
C104269,2025-08-07,LinkedIn Ads,Paid,Singapore,Tablet,25-34,2025-08-09,2025-08-09,,Not Converted
C104270,2024-08-06,LinkedIn Ads,Paid,United States,Tablet,25-34,2024-08-07,2024-08-09,2024-08-27,Pro
C104271,2025-12-10,Google Ads,Paid,United Kingdom,Tablet,25-34,2025-12-13,2025-12-14,2025-12-25,Free
C104272,2024-10-18,LinkedIn Ads,Paid,UAE,Desktop,45-54,2024-10-18,2024-10-18,,Not Converted
C104273,2025-06-01,Google Ads,Paid,UAE,Mobile,45-54,2025-06-03,,,Not Converted
C104274,2024-09-07,Google Ads,Paid,United States,Desktop,35-44,,,,Not Converted
C104275,2024-04-28,Google Ads,Paid,Singapore,Mobile,18-24,2024-04-28,,,Not Converted
C104276,2024-08-09,Organic Search,Organic,India,Desktop,25-34,2024-08-12,2024-08-13,,Not Converted
C104277,2024-12-11,Referral,Organic,India,Mobile,25-34,,,,Not Converted
C104278,2024-12-21,Meta Ads,Paid,United States,Mobile,35-44,,,,Not Converted
C104279,2025-12-04,Referral,Organic,India,Desktop,18-24,,,,Not Converted
C104280,2025-02-21,Google Ads,Paid,United States,Mobile,35-44,2025-02-22,,,Not Converted
C104281,2025-05-11,Referral,Organic,United States,Desktop,25-34,2025-05-13,2025-05-14,,Not Converted
C104282,2024-10-22,Meta Ads,Paid,UAE,Desktop,55+,2024-10-25,2024-10-25,,Not Converted
C104283,2024-10-28,LinkedIn Ads,Paid,India,Mobile,25-34,2024-10-31,2024-11-01,,Not Converted
C104284,2025-08-11,LinkedIn Ads,Paid,United Kingdom,Tablet,45-54,2025-08-12,,,Not Converted
C104285,2025-07-27,LinkedIn Ads,Paid,India,Mobile,25-34,,,,Not Converted
C104286,2025-04-18,Referral,Organic,United States,Mobile,25-34,2025-04-19,,,Not Converted
C104287,2025-10-03,Referral,Organic,India,Mobile,18-24,2025-10-06,2025-10-07,2025-10-24,Pro
C104288,2024-02-28,Referral,Organic,United States,Desktop,25-34,2024-03-01,2024-03-02,2024-03-15,Free
C104289,2024-08-01,Google Ads,Paid,India,Desktop,35-44,,,,Not Converted
C104290,2025-08-21,Direct,Organic,Singapore,Mobile,25-34,2025-08-23,2025-08-24,,Not Converted
C104291,2025-01-13,Google Ads,Paid,India,Tablet,35-44,2025-01-16,,,Not Converted
C104292,2025-05-01,Referral,Organic,India,Desktop,45-54,2025-05-02,2025-05-03,,Not Converted
C104293,2024-12-22,Referral,Organic,India,Mobile,35-44,,,,Not Converted
C104294,2025-04-09,Google Ads,Paid,India,Desktop,25-34,2025-04-11,2025-04-11,2025-04-26,Pro
C104295,2025-05-21,Referral,Organic,India,Mobile,55+,2025-05-24,2025-05-26,2025-06-03,Pro
C104296,2025-07-13,Organic Search,Organic,United States,Mobile,55+,2025-07-15,2025-07-16,,Not Converted
C104297,2024-10-25,Google Ads,Paid,India,Mobile,25-34,2024-10-25,2024-10-27,,Not Converted
C104298,2024-11-18,Organic Search,Organic,Singapore,Mobile,45-54,2024-11-19,2024-11-19,2024-12-02,Business
C104299,2024-05-12,Organic Search,Organic,India,Mobile,18-24,2024-05-12,2024-05-14,2024-05-20,Pro
C104300,2024-04-12,LinkedIn Ads,Paid,Singapore,Desktop,55+,2024-04-12,2024-04-12,,Not Converted
C104301,2025-03-09,Direct,Organic,India,Mobile,18-24,2025-03-11,,,Not Converted
C104302,2025-05-20,Referral,Organic,United Kingdom,Mobile,25-34,2025-05-21,2025-05-23,,Not Converted
C104303,2025-10-29,Referral,Organic,Singapore,Mobile,35-44,2025-11-01,2025-11-02,2025-11-07,Free
C104304,2025-06-10,Organic Search,Organic,United Kingdom,Desktop,35-44,2025-06-11,2025-06-11,2025-07-01,Pro
C104305,2025-09-28,Google Ads,Paid,United States,Desktop,35-44,2025-10-01,,,Not Converted
C104306,2025-05-12,Organic Search,Organic,Singapore,Desktop,35-44,2025-05-15,2025-05-16,2025-05-22,Pro
C104307,2025-01-24,Referral,Organic,UAE,Mobile,25-34,2025-01-26,2025-01-27,,Not Converted
C104308,2025-04-26,Direct,Organic,India,Mobile,18-24,2025-04-28,,,Not Converted
C104309,2024-09-06,Organic Search,Organic,UAE,Desktop,25-34,2024-09-06,2024-09-06,,Not Converted
C104310,2024-07-29,Google Ads,Paid,India,Mobile,18-24,2024-08-01,2024-08-03,2024-08-14,Pro
C104311,2025-11-11,Organic Search,Organic,UAE,Mobile,25-34,2025-11-14,2025-11-15,2025-11-23,Free
C104312,2025-07-06,Google Ads,Paid,India,Desktop,55+,2025-07-09,2025-07-10,2025-07-24,Pro
C104313,2025-11-08,Meta Ads,Paid,India,Desktop,25-34,2025-11-09,,,Not Converted
C104314,2024-10-04,Google Ads,Paid,United Kingdom,Mobile,18-24,2024-10-04,2024-10-05,,Not Converted
C104315,2025-03-22,Meta Ads,Paid,United States,Mobile,18-24,,,,Not Converted
C104316,2025-08-12,Direct,Organic,United States,Desktop,35-44,2025-08-15,2025-08-16,,Not Converted
C104317,2025-03-29,Google Ads,Paid,United States,Desktop,45-54,2025-03-31,2025-03-31,2025-04-12,Pro
C104318,2025-06-20,LinkedIn Ads,Paid,United States,Desktop,25-34,2025-06-21,,,Not Converted
C104319,2025-04-05,Meta Ads,Paid,UAE,Mobile,25-34,2025-04-06,2025-04-07,2025-04-11,Pro
C104320,2025-04-22,LinkedIn Ads,Paid,United Kingdom,Mobile,25-34,,,,Not Converted
C104321,2025-02-03,Organic Search,Organic,United Kingdom,Desktop,25-34,,,,Not Converted
C104322,2025-07-28,Referral,Organic,Singapore,Desktop,25-34,2025-07-30,2025-07-30,,Not Converted
C104323,2024-08-24,Direct,Organic,United Kingdom,Mobile,25-34,,,,Not Converted
C104324,2025-05-16,Referral,Organic,Singapore,Tablet,45-54,2025-05-19,2025-05-21,2025-05-22,Pro
C104325,2025-01-14,LinkedIn Ads,Paid,United States,Mobile,35-44,2025-01-17,2025-01-18,,Not Converted
C104326,2024-10-11,Google Ads,Paid,United Kingdom,Mobile,35-44,2024-10-12,2024-10-12,2024-10-13,Pro
C104327,2025-04-14,LinkedIn Ads,Paid,Singapore,Mobile,25-34,,,,Not Converted
C104328,2024-12-15,LinkedIn Ads,Paid,United States,Tablet,55+,2024-12-17,2024-12-18,,Not Converted
C104329,2025-04-01,Referral,Organic,United Kingdom,Desktop,25-34,,,,Not Converted
C104330,2024-12-21,Meta Ads,Paid,UAE,Mobile,55+,,,,Not Converted
C104331,2025-12-28,Referral,Organic,Singapore,Desktop,25-34,2025-12-29,2025-12-31,,Not Converted
C104332,2024-03-20,Google Ads,Paid,United Kingdom,Mobile,35-44,,,,Not Converted
C104333,2025-02-05,Referral,Organic,India,Mobile,25-34,2025-02-06,2025-02-07,2025-02-18,Pro
C104334,2025-09-07,Organic Search,Organic,United Kingdom,Mobile,55+,2025-09-08,2025-09-08,,Not Converted
C104335,2024-08-14,Meta Ads,Paid,United States,Desktop,35-44,2024-08-15,2024-08-17,,Not Converted
C104336,2025-01-17,Organic Search,Organic,United States,Desktop,35-44,2025-01-17,,,Not Converted
C104337,2025-08-18,Google Ads,Paid,India,Mobile,35-44,2025-08-19,2025-08-19,,Not Converted
C104338,2025-09-18,Google Ads,Paid,Singapore,Desktop,45-54,2025-09-19,2025-09-21,,Not Converted
C104339,2025-02-08,Meta Ads,Paid,India,Mobile,55+,,,,Not Converted
C104340,2024-12-15,Referral,Organic,UAE,Desktop,25-34,2024-12-16,2024-12-17,,Not Converted
C104341,2024-08-13,Meta Ads,Paid,India,Desktop,55+,,,,Not Converted
C104342,2024-12-14,LinkedIn Ads,Paid,UAE,Mobile,35-44,,,,Not Converted
C104343,2025-05-29,Referral,Organic,India,Desktop,35-44,2025-05-30,2025-05-31,2025-06-03,Free
C104344,2024-07-28,Referral,Organic,UAE,Desktop,25-34,2024-07-30,2024-08-01,,Not Converted
C104345,2024-07-31,Referral,Organic,UAE,Mobile,35-44,2024-08-02,2024-08-02,2024-08-22,Pro
C104346,2025-08-05,Referral,Organic,India,Mobile,45-54,2025-08-08,2025-08-09,2025-08-22,Pro
C104347,2025-01-26,Direct,Organic,India,Mobile,25-34,2025-01-29,2025-01-29,,Not Converted
C104348,2024-08-09,Direct,Organic,United States,Mobile,35-44,,,,Not Converted
C104349,2025-10-31,Meta Ads,Paid,India,Desktop,25-34,2025-11-02,2025-11-03,,Not Converted
C104350,2025-03-19,Referral,Organic,United States,Mobile,18-24,,,,Not Converted
C104351,2025-11-05,Google Ads,Paid,United Kingdom,Mobile,35-44,2025-11-05,,,Not Converted
C104352,2024-12-18,Organic Search,Organic,UAE,Desktop,25-34,,,,Not Converted
C104353,2025-06-29,Direct,Organic,India,Desktop,25-34,2025-07-02,2025-07-04,,Not Converted
C104354,2025-09-26,Organic Search,Organic,United States,Desktop,35-44,2025-09-27,2025-09-29,2025-10-13,Pro
C104355,2024-01-18,Organic Search,Organic,India,Mobile,18-24,,,,Not Converted
C104356,2024-12-13,Direct,Organic,India,Desktop,18-24,,,,Not Converted
C104357,2025-12-22,Referral,Organic,India,Mobile,25-34,2025-12-25,2025-12-27,2026-01-03,Free
C104358,2025-09-01,Google Ads,Paid,UAE,Desktop,25-34,,,,Not Converted
C104359,2025-11-01,Referral,Organic,United States,Desktop,35-44,2025-11-02,2025-11-02,,Not Converted
C104360,2024-12-04,Meta Ads,Paid,India,Desktop,35-44,,,,Not Converted
C104361,2024-05-12,Meta Ads,Paid,UAE,Desktop,18-24,,,,Not Converted
C104362,2024-12-04,LinkedIn Ads,Paid,India,Desktop,25-34,2024-12-07,2024-12-08,2024-12-12,Business
C104363,2024-04-13,Organic Search,Organic,India,Mobile,45-54,2024-04-13,2024-04-13,2024-04-28,Pro
C104364,2024-12-01,Referral,Organic,United Kingdom,Mobile,25-34,2024-12-04,2024-12-04,,Not Converted
C104365,2025-02-24,Referral,Organic,UAE,Mobile,25-34,2025-02-25,,,Not Converted
C104366,2024-08-26,Referral,Organic,India,Mobile,25-34,2024-08-26,2024-08-28,2024-09-02,Pro
C104367,2025-02-03,Direct,Organic,United Kingdom,Mobile,55+,2025-02-04,2025-02-05,2025-02-22,Free
C104368,2025-05-07,Direct,Organic,Singapore,Tablet,25-34,2025-05-07,2025-05-08,2025-05-13,Free
C104369,2025-02-23,Google Ads,Paid,Singapore,Desktop,18-24,2025-02-25,2025-02-25,,Not Converted
C104370,2024-08-16,LinkedIn Ads,Paid,UAE,Mobile,35-44,2024-08-17,,,Not Converted
C104371,2025-01-16,Referral,Organic,India,Mobile,35-44,2025-01-19,2025-01-21,,Not Converted
C104372,2024-09-25,Meta Ads,Paid,United States,Mobile,35-44,,,,Not Converted
C104373,2025-01-31,Google Ads,Paid,India,Desktop,18-24,2025-01-31,2025-01-31,2025-02-16,Free
C104374,2025-04-20,Google Ads,Paid,India,Mobile,45-54,2025-04-23,2025-04-25,2025-05-12,Pro
C104375,2025-05-27,LinkedIn Ads,Paid,UAE,Mobile,55+,2025-05-27,,,Not Converted
C104376,2024-09-03,Direct,Organic,United States,Mobile,25-34,,,,Not Converted
C104377,2024-06-21,Google Ads,Paid,United States,Tablet,45-54,2024-06-21,2024-06-23,2024-07-07,Free
C104378,2024-03-03,Meta Ads,Paid,United Kingdom,Mobile,35-44,2024-03-05,2024-03-06,,Not Converted
C104379,2024-03-04,Meta Ads,Paid,United States,Desktop,25-34,2024-03-05,2024-03-06,2024-03-16,Business
C104380,2025-09-19,Organic Search,Organic,UAE,Desktop,25-34,2025-09-22,,,Not Converted
C104381,2025-10-16,Referral,Organic,United States,Mobile,35-44,2025-10-17,2025-10-17,2025-10-18,Pro
C104382,2025-10-14,Organic Search,Organic,United States,Mobile,18-24,2025-10-16,2025-10-17,2025-10-21,Pro
C104383,2025-11-04,Direct,Organic,India,Desktop,25-34,2025-11-06,2025-11-06,,Not Converted
C104384,2024-11-18,LinkedIn Ads,Paid,United Kingdom,Mobile,25-34,,,,Not Converted
C104385,2025-04-03,Meta Ads,Paid,United Kingdom,Tablet,25-34,,,,Not Converted
C104386,2024-12-28,Meta Ads,Paid,Singapore,Mobile,35-44,,,,Not Converted
C104387,2025-11-19,Referral,Organic,United States,Desktop,35-44,2025-11-20,2025-11-22,,Not Converted
C104388,2025-02-17,LinkedIn Ads,Paid,United Kingdom,Desktop,18-24,2025-02-18,2025-02-18,,Not Converted
C104389,2025-05-01,Referral,Organic,India,Mobile,18-24,,,,Not Converted
C104390,2025-03-03,Organic Search,Organic,India,Mobile,25-34,2025-03-04,2025-03-06,,Not Converted
C104391,2024-08-29,Google Ads,Paid,India,Mobile,18-24,2024-08-31,2024-08-31,2024-09-04,Pro
C104392,2025-01-07,LinkedIn Ads,Paid,India,Desktop,25-34,2025-01-07,2025-01-08,,Not Converted
C104393,2025-05-05,Referral,Organic,India,Mobile,35-44,2025-05-07,,,Not Converted
C104394,2025-11-21,Meta Ads,Paid,United States,Desktop,35-44,,,,Not Converted
C104395,2025-04-11,Direct,Organic,India,Mobile,25-34,2025-04-12,2025-04-13,,Not Converted
C104396,2025-08-21,Meta Ads,Paid,UAE,Mobile,25-34,,,,Not Converted
C104397,2025-03-02,LinkedIn Ads,Paid,UAE,Mobile,45-54,2025-03-02,2025-03-04,,Not Converted
C104398,2025-10-25,LinkedIn Ads,Paid,United States,Desktop,35-44,2025-10-28,,,Not Converted
C104399,2025-09-22,Google Ads,Paid,UAE,Mobile,35-44,2025-09-22,,,Not Converted
C104400,2025-05-12,Referral,Organic,India,Tablet,35-44,2025-05-13,2025-05-15,2025-05-21,Free
C104401,2025-10-07,Meta Ads,Paid,India,Desktop,25-34,2025-10-07,2025-10-09,,Not Converted
C104402,2024-07-06,Google Ads,Paid,India,Mobile,25-34,2024-07-07,2024-07-07,,Not Converted
C104403,2024-08-11,Direct,Organic,India,Desktop,45-54,2024-08-13,2024-08-14,,Not Converted
C104404,2025-10-22,Referral,Organic,United Kingdom,Mobile,18-24,2025-10-24,2025-10-26,2025-11-10,Free
C104405,2024-03-28,Organic Search,Organic,India,Desktop,25-34,2024-03-28,2024-03-30,2024-04-02,Pro
C104406,2024-06-20,Google Ads,Paid,Singapore,Mobile,35-44,2024-06-21,2024-06-22,2024-07-03,Pro
C104407,2025-01-02,Google Ads,Paid,United States,Mobile,25-34,2025-01-04,2025-01-04,2025-01-23,Pro
C104408,2025-12-24,Organic Search,Organic,India,Desktop,45-54,,,,Not Converted
C104409,2025-07-12,Direct,Organic,India,Desktop,55+,2025-07-15,2025-07-16,2025-07-17,Business
C104410,2024-05-10,Meta Ads,Paid,United States,Desktop,45-54,,,,Not Converted
C104411,2025-09-11,Direct,Organic,UAE,Mobile,18-24,2025-09-14,2025-09-15,,Not Converted
C104412,2025-05-19,Referral,Organic,United States,Mobile,35-44,2025-05-19,2025-05-21,2025-05-27,Free
C104413,2024-03-27,Direct,Organic,India,Mobile,25-34,2024-03-28,2024-03-28,,Not Converted
C104414,2025-01-05,Meta Ads,Paid,Singapore,Mobile,25-34,2025-01-06,2025-01-06,,Not Converted
C104415,2025-04-21,Direct,Organic,UAE,Mobile,45-54,2025-04-22,2025-04-23,,Not Converted
C104416,2025-11-17,Referral,Organic,United Kingdom,Desktop,55+,2025-11-20,2025-11-21,,Not Converted
C104417,2024-03-19,Google Ads,Paid,UAE,Desktop,35-44,2024-03-19,2024-03-19,2024-03-23,Free
C104418,2025-08-17,Referral,Organic,United Kingdom,Mobile,35-44,2025-08-18,2025-08-18,,Not Converted
C104419,2024-06-30,Direct,Organic,India,Mobile,25-34,2024-07-03,2024-07-05,2024-07-09,Pro
C104420,2024-10-12,LinkedIn Ads,Paid,India,Mobile,45-54,2024-10-14,2024-10-14,,Not Converted
C104421,2025-06-16,Meta Ads,Paid,United States,Desktop,35-44,2025-06-16,,,Not Converted
C104422,2024-02-23,LinkedIn Ads,Paid,United States,Mobile,25-34,2024-02-25,2024-02-25,2024-03-04,Pro
C104423,2025-06-04,LinkedIn Ads,Paid,United Kingdom,Mobile,18-24,2025-06-05,2025-06-05,2025-06-21,Pro
C104424,2025-05-25,Referral,Organic,United Kingdom,Mobile,35-44,2025-05-27,,,Not Converted
C104425,2024-12-23,Organic Search,Organic,United States,Mobile,18-24,2024-12-26,2024-12-26,,Not Converted
C104426,2025-05-31,Google Ads,Paid,India,Desktop,35-44,2025-06-01,2025-06-02,2025-06-03,Business
C104427,2024-12-31,Referral,Organic,India,Mobile,18-24,2025-01-01,2025-01-02,,Not Converted
C104428,2025-01-14,Direct,Organic,India,Mobile,25-34,,,,Not Converted
C104429,2024-10-23,Referral,Organic,India,Mobile,18-24,2024-10-26,2024-10-27,,Not Converted
C104430,2025-04-01,Direct,Organic,India,Desktop,55+,2025-04-04,,,Not Converted
C104431,2025-04-19,Google Ads,Paid,United States,Mobile,25-34,,,,Not Converted
C104432,2025-05-17,LinkedIn Ads,Paid,India,Mobile,35-44,,,,Not Converted
C104433,2024-10-19,Meta Ads,Paid,India,Mobile,18-24,,,,Not Converted
C104434,2025-07-06,Organic Search,Organic,India,Mobile,25-34,,,,Not Converted
C104435,2025-03-11,Direct,Organic,United States,Tablet,45-54,,,,Not Converted
C104436,2024-08-26,Google Ads,Paid,India,Mobile,45-54,,,,Not Converted
C104437,2025-11-05,Organic Search,Organic,UAE,Desktop,35-44,,,,Not Converted
C104438,2025-01-17,Meta Ads,Paid,UAE,Mobile,18-24,2025-01-20,2025-01-20,,Not Converted
C104439,2025-11-02,Organic Search,Organic,UAE,Desktop,25-34,,,,Not Converted
C104440,2025-10-22,Direct,Organic,United States,Desktop,25-34,2025-10-22,2025-10-23,2025-10-31,Pro
C104441,2025-08-09,Meta Ads,Paid,Singapore,Mobile,25-34,2025-08-11,2025-08-11,,Not Converted
C104442,2025-05-14,Direct,Organic,United States,Mobile,25-34,2025-05-16,2025-05-18,,Not Converted
C104443,2025-07-30,LinkedIn Ads,Paid,United States,Tablet,18-24,2025-07-31,,,Not Converted
C104444,2025-02-07,Referral,Organic,United States,Desktop,25-34,2025-02-08,2025-02-08,,Not Converted
C104445,2024-02-21,Meta Ads,Paid,United States,Tablet,18-24,2024-02-23,2024-02-23,2024-02-24,Business
C104446,2024-12-19,Organic Search,Organic,United Kingdom,Desktop,45-54,2024-12-22,2024-12-23,,Not Converted
C104447,2025-01-12,Organic Search,Organic,United States,Mobile,25-34,2025-01-13,2025-01-13,2025-01-26,Business
C104448,2025-10-12,Direct,Organic,India,Mobile,18-24,,,,Not Converted
C104449,2024-07-20,Google Ads,Paid,United States,Mobile,45-54,,,,Not Converted
C104450,2025-08-06,Referral,Organic,United Kingdom,Mobile,25-34,2025-08-09,2025-08-09,,Not Converted
C104451,2025-04-20,Direct,Organic,United Kingdom,Mobile,55+,2025-04-22,2025-04-22,,Not Converted
C104452,2025-04-16,Referral,Organic,India,Desktop,35-44,2025-04-19,2025-04-19,,Not Converted
C104453,2025-07-08,Direct,Organic,United States,Mobile,35-44,,,,Not Converted
C104454,2025-07-02,Meta Ads,Paid,United States,Mobile,25-34,,,,Not Converted
C104455,2024-09-06,Organic Search,Organic,Singapore,Desktop,25-34,2024-09-08,,,Not Converted
C104456,2025-05-25,Organic Search,Organic,United States,Mobile,25-34,2025-05-26,2025-05-27,,Not Converted
C104457,2025-10-15,Organic Search,Organic,India,Mobile,25-34,2025-10-18,2025-10-18,2025-10-22,Pro
C104458,2025-04-23,Meta Ads,Paid,India,Mobile,45-54,,,,Not Converted
C104459,2025-11-09,LinkedIn Ads,Paid,United Kingdom,Mobile,25-34,,,,Not Converted
C104460,2024-10-03,Meta Ads,Paid,United States,Desktop,25-34,,,,Not Converted
C104461,2025-03-18,Direct,Organic,India,Mobile,45-54,2025-03-19,2025-03-20,,Not Converted
C104462,2025-11-25,Direct,Organic,UAE,Desktop,55+,2025-11-28,2025-11-29,,Not Converted
C104463,2025-03-26,Referral,Organic,India,Desktop,25-34,2025-03-26,,,Not Converted
C104464,2024-12-25,Direct,Organic,India,Mobile,55+,2024-12-25,2024-12-26,2025-01-13,Business
C104465,2025-05-22,LinkedIn Ads,Paid,India,Mobile,35-44,2025-05-22,2025-05-24,2025-06-02,Pro
C104466,2024-11-06,LinkedIn Ads,Paid,United States,Desktop,25-34,2024-11-06,,,Not Converted
C104467,2024-03-10,Meta Ads,Paid,India,Desktop,35-44,2024-03-10,2024-03-11,,Not Converted
C104468,2025-05-10,Meta Ads,Paid,India,Mobile,55+,,,,Not Converted
C104469,2025-02-24,Meta Ads,Paid,United Kingdom,Desktop,35-44,,,,Not Converted
C104470,2025-05-09,LinkedIn Ads,Paid,United States,Mobile,18-24,2025-05-11,2025-05-12,,Not Converted
C104471,2025-03-19,Referral,Organic,India,Desktop,35-44,2025-03-21,2025-03-21,,Not Converted
C104472,2024-10-21,Google Ads,Paid,India,Mobile,18-24,2024-10-21,,,Not Converted
C104473,2024-09-07,Meta Ads,Paid,Singapore,Mobile,25-34,,,,Not Converted
C104474,2025-07-23,Referral,Organic,India,Mobile,35-44,,,,Not Converted
C104475,2025-09-29,Organic Search,Organic,India,Desktop,25-34,,,,Not Converted
C104476,2024-06-14,Organic Search,Organic,Singapore,Tablet,35-44,2024-06-16,2024-06-17,2024-06-29,Pro
C104477,2024-09-07,LinkedIn Ads,Paid,UAE,Mobile,55+,,,,Not Converted
